yes,staple,not_vegan,gluten,sweetener,cuisine,flavor,season,flavoring_sweet,flavoring_fresh,flavoring_wet,flavoring_concentrate,flavoring,flavoring_dry,protein,protein_cheese_sub,protein_milk_sub,protein_meat_sub,protein_bean,veg,veg_leafy,grain,grain_flour,fat_oil,oil,fat,fruit,fruit_berry,meal,salad,salad_green,salad_extra,salad_dressing,salad_dressing_oil,salad_dressing_salt,salad_dressing_pepper,salad_dressing_garlic,salad_dressing_vinegar,method,protein_nut_seed,protein_nut,protein_seed,salad_extra_tomato,salad_extra_olive,salad_extra_cheese,salad_extra_crouton,salad_extra_egg,salad_extra_other,redirect,salad_basic,salad_starter,salad_umbrella,umbrella_that_pairs,useful_umbrella,salad_allium,name,pairs_with,phonetic,flavor,techniques,dishes,volume,tip,possible_substitutes,flavor_affinities,nutritional_profile,calories,season,botanical_relatives,protein,what_they_are,brands,vegan_substitutes,vegan_brands
y,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,,y,,,,,,,,,,,,,,,,,,,,,,,,PASSION FRUIT,"agave nectar

apples

bananas

basil

cakes

caramel

chiles, chipotle

chocolate, e.g., dark, white

cinnamon

citrus, e.g., grapefruit, lemon, orange

COCONUT and COCONUT MILK

cream

desserts, e.g., filled, frozen, panna cottas, puddings (e.g., rice), sorbets, tarts

fruit, other tropical

ginger

honey

ice cream

kiwi

lemongrass

lime

mangoes

marinades

melon, e.g., cantaloupe

meringue

mint

nuts, e.g., almonds, cashews, hazelnuts, macadamia, peanuts, pistachios

papayas

pineapple

plums

raspberries

rum

salad dressings

salads, fruit

sauces

smoothies

STRAWBERRIES

sugar, e.g., brown

vanilla

vinegar, e.g., white wine

wine, e.g., sparkling (e.g., Champagne)

yogurt",,"Flavor: sweet/sour, with notes of guava, honey, jasmine, and/or vanilla, and gel-like flesh filled with crunchy seeds","Techniques: bake, cook, puree, raw","Dishes


Baked Alaska: Coconut Ice Cream and Passion Fruit Caramel

—Oleana (Cambridge, MA)



Passion Fruit Tart, Shortbread Crust, Cascabel Coconut Caramel

—True Bistro (Somerville, MA)",Volume: moderate–loud,Tip: The seeds are edible.,,"Flavor Affinities


passion fruit + almonds + brown sugar + cinnamon

passion fruit + cashews + coconut + white chocolate

passion fruit + chocolate + hazelnuts

passion fruit + coconut + lemongrass

passion fruit + coconut + pistachios

passion fruit + cream + strawberries

passion fruit + honey + strawberries + yogurt

passion fruit + mint + strawberries",Nutritional profile: 86% carbs / 8% protein / 6% fats,Calories: 230 per 1-cup serving (raw),,,Protein: 5 grams,,,,
y,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,y,,,,,,,"PEA SHOOTS (see SHOOTS, PEA)",,,,,,,,,,,,,,,,,,
y,y,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,,y,,,,,,,,,,,,,,,,,,y,,,,,,PEACHES,"allspice

apples and apple juice

apricots, e.g., dried, fresh, pureed

arugula

baked goods, e.g., pies, scones

basil

BERRIES, e.g., blackberries, BLUEBERRIES, RASPBERRIES, strawberries

butter

buttermilk

caramel

cardamom

cheese, e.g., blue, burrata, cream, goat, halloumi, mozzarella, ricotta, ricotta salata

chiles, e.g., chipotle, serrano

chocolate

chutneys

cilantro

CINNAMON

cloves

coconut

compotes

coriander

*CREAM and crème fraîche

cress, e.g., pepper

currants

DESSERTS, e.g., cobblers, crisps, crumbles, Melba, pies

endive

fennel

GINGER

grains, whole, e.g., quinoa, wheat berries

grapes

greens, salad, e.g., baby chard

hazelnuts

HONEY

ice cream

kefir

lavender

LEMON, e.g., juice, zest

lemongrass

LEMON VERBENA

lime

lychees

mangoes

MAPLE SYRUP

mascarpone

MINT

nutmeg

NUTS, e.g., ALMONDS, cashews, macadamias, PECANS, pistachios, walnuts

oats and oatmeal

oil, olive

onions, red

ORANGE, e.g., juice, liqueur, zest

pepper, black

pomegranates

pumpkin seeds

radishes

rosemary

rum

saffron

salads, e.g., fruit, grain, green

salsas

salt, sea

scallions

sherry

smoothies

sorbets

soups, e.g., cold and/or fruit

sour cream

Southern (U.S.) cuisine

spirits, e.g., bourbon, brandy, cognac, Cointreau, Kirsch

STONE FRUITS, OTHER, e.g., cherries, nectarines, plums

SUGAR, e.g., brown, maple

tarragon

VANILLA

VINEGAR, e.g., apple cider, balsamic, champagne, rice, wine

watercress

whiskey

wine, red or white; fruity, sparkling, and/or sweet, e.g., Champagne, Prosecco, Sauternes

yogurt

yuzu",,"Flavor: sweet/sour, with a soft, juicy texture","Techniques: bake, broil, grill, poach, puree, raw, roast, sauté","Dishes


Peaches: Ginger Cake, Fromage Blanc Sorbet, and Pine Nuts

—Blue Hill (New York City)



Baby Roma Tomato and White Peach Salad, Peterson’s Greens, Basil, and Balsamic-Honey

—Cal-a-Vie (Vista, CA)



Arugula and Peach Salad with Parmesan, Lemon and Vanilla Dressing, Truffle, Celery, Sesame Seeds, Fennel

—Fearrington House (Fearrington Village, NC)



“Rupert”: “Demi-Sec” Peaches, Walnut Tapenade, Pearl Onions, and Watercress

—The French Laundry (Yountville, CA)



Peach Trifle: Lemon Verbena Panna Cotta, KandJ Orchard Peaches, and Champagne Granite

—The French Laundry (Yountville, CA)



Grilled Haloumi Cheese and Peaches with Chard Rib Salad, Sundried Olive, and Sweet Pepper Broth

—Oleana (Cambridge, MA)",Volume: quiet–moderate,"Tips: Opt for organic peaches. The lighter (i.e., whiter) the skin, the sweeter the peach; the darker (i.e., yellower) the skin, the more acidic the peach.",Possible substitute: nectarines,"Flavor Affinities


peaches + almonds + cinnamon + yogurt

peaches + almonds + lemon + olive oil + saffron

peaches + balsamic vinegar + endive + maple syrup + olive oil + watercress

peaches + balsamic vinegar + mint + ricotta

peaches + basil + mozzarella cheese

peaches + berries + lemon

PEACHES + BLUEBERRIES + LEMON + maple syrup

peaches + blue cheese + hazelnuts

peaches + cashew cream + balsamic vinegar

peaches + cherries + balsamic vinegar

peaches + chiles + coriander + ginger + lime + vinegar

peaches + cilantro + ginger + lime

peaches + cinnamon + honey + lemon + yogurt

peaches + cream + lemon verbena + raspberries

peaches + fennel + lemon

peaches + ginger + honey + lemon + lemongrass

peaches + ginger + lemon

peaches + honey + lemon + yogurt

peaches + honey + nuts (e.g., almonds, pecans) + oatmeal/oats

peaches + mangoes + raspberries

peaches + maple syrup + nuts (e.g., almonds, walnuts) + orange juice + ricotta

peaches + maple syrup + orange + vanilla

peaches + mascarpone + strawberries + vanilla

peaches + pistachios + vanilla",Nutritional profile: 87% carbs / 8% protein / 5% fats,Calories: 70 per large peach,Season: summer,"Botanical relatives: apples, apricots, blackberries, cherries, pears, plums, quinces, raspberries, strawberries",Protein: 2 grams,,,,
y,y,,,,,,,,,,,,,y,,,,,,,,,,,,,,,y,,y,,,,,,,,y,y,,,,,,,,,y,,,,,,PEANUTS and PEANUT BUTTER,"African cuisines

agave nectar

apples

American cuisine

Asian cuisines

baked goods, e.g., cookies, muffins

bananas

basil, Thai

beans, green

bell peppers, e.g., red

bran, e.g., oat, wheat

broccoli

cabbage, e.g., green, napa

candy

carrots

cayenne

CHILES, e.g., serrano; chili oil, chili paste, chili pepper flakes, chili sauce

Chinese cuisine

CHOCOLATE, e.g., dark, milk

CILANTRO

cinnamon

cloves

COCONUT and COCONUT MILK

cucumbers

cumin

curries

desserts

dips and dipping sauces

fruit, dried

GARLIC

GINGER

granola

grapes

greens, bitter, e.g., collard, mustard

greens, salad, e.g., arugula

honey

lemongrass

lime, e.g., juice, zest

mangoes

mint

NOODLES, esp. Asian, e.g., Chinese egg, rice, soba, udon

nuts, other

oats and oatmeal

OILS, e.g., olive, peanut, sesame, vegetable

onions, red

orange, e.g., juice

pad thai

paprika

pastas

pepper, black

pesto

potatoes

pumpkin

raisins

rice

salad dressings, e.g., Thai

SALADS, e.g., cabbage, noodle, Thai

salt

sandwiches

satays

SAUCES, e.g., peanut, vegetable

scallions

seeds, e.g., sesame, sunflower

sesame, e.g., paste, seeds

smoothies

SOUPS, e.g., peanut, sweet potato

Southeast Asian cuisines

SOY SAUCE

spinach

stews

stir-fries

sugar, e.g., brown

sweet potatoes

tahini

tamari

tamarind and tamarind juice

tempeh

Thai cuisine

TOFU

tomatoes

trail mix

turmeric

vanilla

Vietnamese cuisine

VINEGAR, e.g., apple cider, brown rice, red wine, RICE WINE",,"Flavor: salty and/or sweet, with astringent notes of nuts","Techniques: boil, stew","Dishes


Rennie’s Peanut-Kale Salad: Hearty Kale, Carrots, Butternut Squash, Red Peppers, and Peanut-Cider Marinade

—Seva (Ann Arbor, MI)",Volume: moderate–loud,"Tips: Opt for all-natural peanut butter containing only peanuts and salt (check the label). Because of the severity of peanut allergies, be sure to alert guests to any dishes you serve that contain peanuts.",,"Flavor Affinities


peanuts + apples + raisins

peanuts + Asian noodles + broccoli + hoisin sauce + tofu

peanuts + bananas + chocolate

peanuts + bran + honey + vanilla

peanuts + brown rice vinegar + chiles + cilantro + coconut milk + garlic + ginger + mint + sauce + soy sauce

peanuts + brown sugar + dipping sauce + rice wine vinegar + soy sauce

peanuts + chiles + cilantro + garlic + soy sauce + vinegar

peanuts + chiles + coconut milk + scallions

peanuts + chiles + lime

peanuts + chili paste + coconut milk + lemongrass

peanuts + chili paste + lemongrass + tamarind

peanuts + chili paste + rice wine vinegar + sesame paste + soy sauce

peanuts + coconut + curry

peanuts + garlic + ginger + soy sauce + tahini + vinegar

peanuts + ginger + scallions + soy sauce

peanuts + ginger + sesame seeds

peanuts + rice wine vinegar + sesame oil + soy sauce + whole-wheat spaghetti",Nutritional profile: 73% fat / 16% protein / 11% carbs,Calories: 190 per 2-tablespoon serving of peanut butter,,"Botanical relatives: beans, lentils, peas",Protein: 8 grams,What they are: legumes,,,
y,y,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,,y,,,,,,,,,,,,,,,,,,y,,,,,,PEARS—IN GENERAL,"agave nectar

allspice

anise seeds

APPLES, apple cider, and apple juice

ARUGULA

baked goods, e.g., cakes, pies, tarts

bananas

blackberries

bourbon

brandy, e.g., pear

butter

cabbage, e.g., red, white

CARAMEL

cardamom

cashew cream

celery

CHEESE, e.g., BLUE (e.g., Cabrales, Gorgonzola, Roquefort, Stilton), Brie, cream, feta, goat, Gruyère, halloumi, Parmesan, pecorino, ricotta

cherries, e.g., dried, fresh

chestnuts

chicory

chives

CHOCOLATE (esp. dark) and cocoa

CINNAMON

citrus

cloves

CRANBERRIES

cream and crème fraîche

currants, e.g., black

dates

DESSERTS, e.g., crisps, crumbles, ice creams, sorbets, tarts

endive

fennel and fennel seeds

figs

fruits, dried

GINGER

gingerbread

grapefruit

GREENS, BITTER OR SALAD, e.g., baby, mesclun

HONEY

juniper berries

LEMON, e.g., juice, zest

lettuces, e.g., butter, romaine

lime

MAPLE SYRUP

mascarpone

mint

molasses

nutmeg

NUTS, e.g., ALMONDS, hazelnuts, PECANS, pistachios, walnuts

oats and oatmeal

oils, e.g., grapeseed, olive

onions, e.g., red

ORANGE, e.g., juice, zest

pancakes

parsley

parsnips

passion fruit

pepper, black

persimmons

phyllo dough

pineapple

pizzas

plums, dried

poached pears

pomegranates

quinces

radicchio

raisins

raspberries

rémoulade

rhubarb

rosemary

SALADS, e.g., fruit, green, spinach

salt, sea

sauces, e.g., dessert

shallots

smoothies

soups

sour cream

SPINACH

squash, winter, e.g., butternut

star anise

stews, esp. dried pears

sugar, e.g., brown

tarragon

thyme

trail mixes, esp. dried pears

VANILLA

VINEGAR, e.g., balsamic, cider, fruit, raspberry, rice, sherry, white balsamic

WATERCRESS

WINE, RED or WHITE—dry or sweet, e.g., port

yogurt",,"Flavor: sweet, with subtle notes of citrus, custard, honey, nuts, Sauternes, and/or vanilla, and a crisp, juicy, and/or soft texture (when ripe)","Techniques: bake, braise, grill, pickle, poach, puree, raw, roast, sauté, stew","Dishes


Citrus and Spice Cake: Poached Pear, Mascarpone Mousse, Ginger Gelato

—Boulud Sud (New York City)



CityZen Fruit Plate: Ginger Poached Pear, Pomegranate, Mission Fig, Butternut Squash, and Concord Grape Sorbet

—CityZen (Washington, DC)



Grilled Frog Hollow Warren Pear with Watercress, Point Reyes Original Blue, Hazelnuts, Golden Balsamic, and Arbequina Olive Oil

—Greens Restaurant (San Francisco)



Pears and Fall Greens Salad with Shaved Fennel, Red Onion and Radish, Rosemary Candied Pecans, and Pear-Miso Dressing

—Millennium (San Francisco)



Walnut Pear Shortcake with Spiced White Chocolate Filling, Gingerbread Ice Cream, and Cinnamon Anglaise

—Millennium (San Francisco)



Curly Cress and Pear Salad: Dried Figs, Chèvre, Orange Flower Honey, Raisin Croutons

—Natural Selection (Portland, OR)



Pear Salad with Mâche, Miner’s Lettuce, Chickweed, Toasted Hazelnuts, and Truffle Vinaigrette

—Portobello (Portland, OR)",Volume: quiet–moderate,,,"Flavor Affinities


pears + agave nectar + lemon + strawberries

pears + allspice + black pepper + maple syrup + red wine

pears + almonds + chicory

pears + almonds + figs

pears + arugula + balsamic vinegar + blue cheese + fennel + olive oil

pears + pomegranate seeds + shallots

pears + balsamic vinegar + cinnamon + maple syrup

pears + blue cheese + fennel

pears + butter lettuce + honey

pears + caramel + peanuts

pears + cardamom + white wine

pears + cayenne + ginger + soy sauce

PEARS + CHEESE (e.g., blue, goat, Parmesan) + NUTS (e.g., hazelnuts, pecans, walnuts)

pears + cherries + ginger

pears + cinnamon + cranberries + oats

pears + cinnamon + lemon juice + maple syrup + red wine

pears + cranberries + hazelnuts

pears + cranberries + orange

pears + cranberries + pecans + vanilla

pears + cream + molasses

pears + fennel + fennel seeds + ginger

pears + feta cheese + red onions + salad greens

pears + ginger + orange

pears + ginger + pecans

pears + goat cheese + hazelnuts

pears + Gorgonzola cheese + pecans + spinach

pears + hazelnuts + raspberries

pears + honey + maple syrup + orange + Parmesan cheese + pears",Nutritional profile: 96% carbs (high in sugars) / 2% protein / 2% fats,Calories: 105 per one medium pear (raw),Season: autumn–winter,"Botanical relatives: apples, apricots, blackberries, cherries, peaches, plums, quinces, raspberries, strawberries",Protein: 1 gram,What they are: fruit,,,
y,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,y,,,,,,,"PEAS, SNAP (see SUGAR SNAP PEAS)",,,,,,,,,,,,,,,,,,
y,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,y,,,,,,,"PEAS, SNOW (see SNOW PEAS)",,,,,,,,,,,,,,,,,,
y,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,y,,,,,,,"PEAS, SUGAR SNAP (see SUGAR SNAP PEAS)",,,,,,,,,,,,,,,,,,
y,y,,,,,,,,,,,,,y,,,,,,,,,,,,,,,y,,y,,,,,,,,y,y,,,,,,,,,,,,,,,PECANS,"almonds

(Native and North) American cuisines

APPLES

asparagus

BAKED GOODS, e.g., breads, cakes, cookies, pastries, pies, scones

bananas

berries, e.g., blueberries

bourbon

brown rice syrup

Brussels sprouts

butter, e.g., brown

cabbage, red

caramel

casseroles

cayenne

celery

cereals, breakfast, e.g., granola

cheese, e.g., blue, goat, ricotta

cherries, esp. dried

chili powder

chocolate

cinnamon

clementines

CRANBERRIES, DRIED

cream

dates

DESSERTS

endive

figs

garlic

ginger

grains, whole, e.g., amaranth, spelt

granola

grapes

greens, bitter

honey, e.g., raw

ice cream, e.g., butter pecan

kale

lemon, e.g., juice

lentils

lettuce, e.g., romaine

MAPLE SYRUP

molasses

muesli

MUSHROOMS, e.g., shiitake, wild

mustard

nutmeg

nuts

oats

ORANGES

pancakes

paprika

parsley

pâtés

peaches

PEARS

PIES, e.g., pecan, sweet potato

pilafs

pineapple

pizzas

pomegranate seeds

popcorn

puddings

PUMPKIN

purees, vegetable

radicchio

raisins

RICE, e.g., brown, red, WILD

salads

salsify

salt, sea

seitan

soups, e.g., butternut squash

Southern (U.S.) cuisine

spinach

SQUASH, WINTER, e.g., butternut

stuffings

sugar, e.g., brown, maple

sumac

SWEET POTATOES

tamari

tarts

vanilla

veggie burgers

waffles

wheat germ

yogurt",,"Flavor: bitter/sweet, with notes of butter and/or nuts, and a rich texture",,,Volume: quiet–moderate,,,"Flavor Affinities


pecans + apples + butternut squash

pecans + apples + romaine

pecans + asparagus + lemon + wild rice

pecans + brown rice + shiitake mushrooms

pecans + butter + caramel + salt

pecans + cayenne/chili powder + cinnamon + salt + sugar

pecans + dates + vanilla

pecans + dried cranberries + wild rice

pecans + oranges + radicchio

pecans + pears + spinach",Nutritional profile: 87% fats / 8% carbs / 5% protein,Calories: 375 per ½-cup serving (chopped),Season: autumn,,Protein: 5 grams,,,,
y,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,y,,y,,,,,,,,y,,y,,,,,,,y,,,,,,,"PEPITAS (see SEEDS, PUMPKIN)",,,,,,,,,,,,,,,,,,
y,y,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,y,,,y,,,y,,,,,,,,,,,,,,y,,,,,,"PEPPER, BLACK","allspice

(North) American cuisine

apricots

baked goods, e.g., spice cakes

basil

berries

Cajun cuisine

cardamom

cheese

cherries

cinnamon

cloves

coconut milk

coriander

Creole cuisine

cumin

eggs

European cuisines

fruit, fresh, e.g., berries, pineapple

garlic

ginger

gravies

Indian cuisine

lemon, e.g., juice

lentils

lime, e.g., juice

marinades

nutmeg

nuts

oil, olive

olives

onions

parsley

pickles

potatoes

pumpkin

rosemary

salad dressings

salads

SALT

sauces, e.g., black pepper

soups

Southeast Asian cuisine

Southern (U.S.) cuisine

stocks

strawberries

thyme

tomatoes

turmeric

vegetables

vinegar, e.g., cider",,"Flavor: hot (and sometimes sweet); aromatic, with pungent notes of cloves, lemon, and/or wood",,,Volume: moderate–loud,"Tips: Look for tellicherry black peppercorns, which are often regarded as the best in the world for their rich, complex flavor. Pepper suggests “false heat,” and also stimulates the appetite. Always use freshly ground black pepper from a pepper mill for optimal flavor. Add at the very last minute before serving.",,,,,,,,,,,
y,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,y,,,y,,,y,,,,,,,,,,,,,,,,,,,,"PEPPER, ESPELETTE","almonds

Basque cuisine

bell peppers

breads

cheese, e.g., French, Spanish

chocolate

drinks, e.g., Bloody Marys

eggs

garlic

honey

mayonnaise

oil, olive

onions

parsley

potatoes",,"Flavor: hot, with notes of the ocean, peaches, pepper, and/or smoke",,,Volume: quiet/moderate–loud,,"Possible substitutes: (milder) cayenne, (hot) paprika",,,,,,,,,,
y,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,y,,,y,,,y,,,,,,,,,,,,,,,,,,,,"PEPPER, SZECHUAN","Asian cuisines

beans, e.g., black

chiles

Chinese cuisine

citrus fruit, e.g., lemon, lime, orange

deep-fried dishes

five-spice powder

garlic

ginger

Indian cuisine

Japanese cuisine

mushrooms

noodles, Asian

onions

salt

scallions

sesame, e.g., oil, seeds

soups

soy sauce

star anise

stir-fries",,"Flavor: sour/hot, with pungent notes of anise",,,Volume: loud,Tips: Dry-roast for a few minutes before grinding. Add at the end of the cooking process.,,,,,,Botanical relatives: NOT black pepper,,,,,
y,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,y,,,y,,,y,,,,,,,,,,,,,,,,,,,,"PEPPER, WHITE","allspice

Asian cuisines

cloves

coriander

eggs, e.g., quiches, scrambled

European cuisines

ginger

gravies, e.g., white

Japanese cuisine

lemongrass

macaroni and cheese

mashed potatoes

nutmeg

pastas

potatoes

salad dressings, e.g., clear

sauces, e.g., white

soups, e.g., cream, light-colored, white

Southeast Asian cuisines

stocks

Thai cuisine

white and light-colored foods",,"Flavor: hot, with wine-like notes",,,Volume: moderate–loud (and quieter than black pepper),"Tips: Use white pepper when you don’t want to see black flecks in your dish, and/or when you want a milder pepper than black pepper. Add at the end of the cooking process. Look for Sarawak white peppercorns.",,,,,,,,,,,
y,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,y,,,,,,,"PEPPERS, BELL (see BELL PEPPERS)",,,,,,,,,,,,,,,,,,
y,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,y,,,,,,,"PEPPERS, SWEET (see BELL PEPPERS—RED and YELLOW)",,,,,,,,,,,,,,,,,,
